#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8183.406659026368     All      0.7032726427583471         0.14068305742060971        0.47230011207832767        -0.16217735178599563      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6325.494021121772     All      0.9423253254636654         -0.23729632868727535       -0.4941914253279389        -0.4062950747299246       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5353.242286085373     All      0.3042746445445031         0.40704351659659466        0.049965000720186836       0.03570491112402513       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3630.383049960431     All      -0.25936041086156303       0.19975490372381444        0.004145889841877803       0.1497339744279201        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4337.4198427995825    All      -0.6985175369260621        0.4897447930808596         -0.03270043609782114       0.3855968632773682        
Check         All|All|All                                All                   All      0.9919946649788907         0.9999299421346031         -0.00048085878536774374    0.0025633223133931793     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8183.406659026368     All      -1.6719879029507892e-05    -3.2509136595147956e-05    -5.9782034294497355e-05    -7.810878261884757e-06    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6325.494021121772     All      1.2455283203884052e-05     4.9013534910907736e-05     0.000233476571627942       2.2327212384381676e-05    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5353.242286085373     All      0.00019772740774579213     0.0003340507650978541      8.108789190599732e-05      4.802358258735623e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3630.383049960431     All      -0.0002422228077561887     0.0003596373149851531      0.0004813334165906175      0.00021752534228477408    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4337.4198427995825    All      -0.0008356793199314395     0.0006687202833921672      -0.00012536098844396213    0.0004844381589272912     
MWEBV         All|All|All                                All                   All      -0.858893653150195         -3.934810844008396         0.11342172985941978        -0.9968659328558505       
Redshift      All|All|All                                All                   All      6.094047551825161          -5.05315870684484          -3.911314142186084         -3.8055557967913667       
