#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           6522.209632707601    All      0.16301345986879145        -0.047635018194647216      -0.6260005115124535       -0.09655066714678985      
Zeropoint     AB|MEGACAMPSF|g           3629.731549416996    All      -0.7722573532201297        0.2054958299201104         -0.5552875356658382       0.29370644649968086       
Zeropoint     AB|MEGACAMPSF|r           4630.688869915902    All      -0.28472662981078634       0.7406515440205652         0.6502248168014263        0.363015952356074         
Zeropoint     AB|MEGACAMPSF|i           5662.819098772294    All      1.8814527516656414         0.10198645031760378        0.5265099037169004        -0.5561349982211148       
Check         All|All|All               All                  All      0.9874822285035169         1.0004988060636322         -0.004553326659965107     0.004036733487850164      
Lambda        AB|MEGACAMPSF|z           6522.209632707601    All      5.721714329985677e-06      -9.13513489394281e-06      -7.464744286751919e-05    -8.170537099927889e-06    
Lambda        AB|MEGACAMPSF|g           3629.731549416996    All      -0.001572650187830644      0.0003431799594309978      -0.001632850252685311     0.0005511823005354248     
Lambda        AB|MEGACAMPSF|r           4630.688869915902    All      -0.0002490488041773618     -0.00022666921437755245    -0.0016148457565007108    -6.47733807298984e-05     
Lambda        AB|MEGACAMPSF|i           5662.819098772294    All      -0.00038497987743963996    -3.848290584225611e-05     -0.0004677803580486693    9.199057411880006e-05     
MWEBV         All|All|All               All                  All      -0.44788549962504964       -2.7338700825396245        -0.019392114995043903     -0.74548576634166         
Redshift      All|All|All               All                  All      4.563300161549668          1.2771370166225537         6.919947461771049         -0.7616059748092772       
