#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|ACSWF|F775W       5688.565112817735    All      -2.5770510682516887       3.2432964373430906         -0.36965988914166026      1.879382443251587          
Zeropoint     VEGAHST|ACSWF|F850LP      6681.601710771517    All      3.5994856434617573        -2.264936507766535         0.3665823524773848        -1.8938763416739057        
Check         All|All|All               All                  All      1.022434575210068         0.9783599295765555         -0.00307753666427546      -0.01449389842231863       
Lambda        VEGAHST|ACSWF|F775W       5688.565112817735    All      -0.002229783893502121     0.0026704228223582587      -0.0008682059302265378    0.0015574144962277995      
Lambda        VEGAHST|ACSWF|F850LP      6681.601710771517    All      0.00019077512750295775    -0.00039519776123730194    -0.0010327310113259858    -0.00023695668967163512    
MWEBV         All|All|All               All                  All      -0.33250852300367306      -2.7878404679555047        -0.012608306047073858     -0.8003450432834791        
Redshift      All|All|All               All                  All      4.39336169605707          -5.2296145406275585        4.254058060758292         -2.944680873733141         
