#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          4646.226370443164    All      3.885332555467338         0.7479729500614596         0.643214787782917         -0.9932375177458042       
Zeropoint     AB|DECam|DECam_r          3824.447780366713    All      -2.890847029524111        0.2531653633992548         -0.6438742815903703       0.9953751193307769        
Check         All|All|All               All                  All      0.9944855259432267        1.0011383134607144         -0.0006594938074533374    0.0021376015849727814     
Lambda        AB|DECam|DECam_i          4646.226370443164    All      -0.0010627005182853911    -0.00023718095566901775    -0.0014240429512632977    0.00020535038380889304    
Lambda        AB|DECam|DECam_r          3824.447780366713    All      -0.002878764601510748     0.00025523340138325443     -0.0010351398002101365    0.0009746527199560958     
MWEBV         All|All|All               All                  All      -0.12950317345037576      -1.9746038662836085        0.013646018414699423      -0.6004010385375957       
Redshift      All|All|All               All                  All      8.044779896141254         1.0743428671025512         -1.7765140305914362       -2.3497783228761335       
