#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          4646.226370443164    All      3.8886975318443704        0.7155292744997155         0.22211716732086598       -1.0236932265217251       
Zeropoint     AB|DECam|DECam_r          3824.447780366713    All      -2.894881269573967        0.28567815816167297        -0.2210707727077487       1.026147469666019         
Check         All|All|All               All                  All      0.9938162622704029        1.0012074326613885         0.0010463946131172852     0.0024542431442939883     
Lambda        AB|DECam|DECam_i          4646.226370443164    All      -0.0007348066126203611    -0.00017055307074325285    -0.0013857477110741174    0.00012195638614330754    
Lambda        AB|DECam|DECam_r          3824.447780366713    All      -0.0036327028132230707    0.00032556167212287166     -0.001211240652979609     0.0012352848585953538     
MWEBV         All|All|All               All                  All      -0.11492709694784531      -1.9751017540817983        0.019233576179398457      -0.6050617775887217       
Redshift      All|All|All               All                  All      8.37335308180525          0.7735678374654498         -0.7968799259275569       -2.51106117074654         
