#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7184.959890129265     All      0.8814820451746139         -0.2786061463915246       1.4566925374079442        -0.3128733921632737       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5117.890885698993     All      -0.249010740991787         0.8285427329655093        -0.5995063155532776       0.32424140349397307       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4138.364540190483     All      -0.7436054177278306        0.41346881105388533       0.5634150106568869        0.4020397671797099        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5897.4186529503395    All      1.1049094565471431         0.036242146771670036      -1.42986489422805         -0.4119084040015361       
Check         All|All|All                                All                   All      0.9937753430021394         0.9996475443995401        -0.009263661716496507     0.0014993745088731636     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7184.959890129265     All      -0.00048160374226346585    0.00016871591090533657    -0.0010191424701405053    0.0001663508582278675     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5117.890885698993     All      -0.00024504899346990464    5.0676291334091875e-05    -0.0018292984650737669    1.4694265501267244e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4138.364540190483     All      -0.00045947693199346624    0.00017582714771073528    0.00010901203770322892    0.00021180414621157782    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5897.4186529503395    All      -0.0002891820711462772     7.022677026618756e-05     -0.00056005069885594      9.20787933775899e-05      
MWEBV         All|All|All                                All                   All      -0.7638804002067041        -3.8063282983983093       0.1790709942911306        -0.9830342579718959       
Redshift      All|All|All                                All                   All      8.433994573938918          -0.7322191709917547       17.58419628284289         -2.201035457388012        
