#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4350.618946058485    All      -2.6569696960656954       0.9111404108503862        -0.27709224253479925      1.1498854950126431       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5209.870489596348    All      3.651972176026622         0.0908903323793453        0.2759652222515159        -1.1476464521820258      
Check         All|All|All                            All                  All      0.9950024799609264        1.0020307432297315        -0.0011270202832833753    0.002239042830617377     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4350.618946058485    All      -0.0008297107741922513    3.593127107289801e-05     -0.0015465362565516463    0.000212953282774454     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5209.870489596348    All      0.001696124139905828      3.4212418986318897e-05    2.8537567689089206e-05    -0.000540065822197428    
MWEBV         All|All|All                            All                  All      -0.07546687340848734      -2.329321382806704        -0.007775621482340796     -0.7345015535965137      
Redshift      All|All|All                            All                  All      0.9069014575294818        -0.48484439089850895      -3.3234036039636456       -0.6016456489156385      
