#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_R
@MAGSYS  Linear_AB11_off
55678.21  14.623  0.016
55679.3  14.23  0.023
55681.31  13.694  0.02
55682.32  13.481  0.019
55683.31  13.309  0.028
55684.3  13.177  0.018
55685.3  13.081  0.019
55687.32  12.953  0.026
55688.3  12.932  0.017
55691.28  12.853  0.019
55693.28  12.85  0.026
55700.25  13.226  0.022
55703.19  13.428  0.018
55706.19  13.575  0.02
55709.24  13.641  0.061
55715.23  13.74  0.019
55719.25  13.932  0.016
55722.2  14.082  0.025
55725.2  14.319  0.029
55728.2  14.448  0.022
55731.2  14.628  0.038
55735.2  14.78  0.022
55738.2  14.855  0.028
