#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6146.625004705722     All      1.2129005807780555         0.012220735983703435       -0.07980605032600341       -0.3946623041332295       
Zeropoint     AB|SDSS|SDSS_z            7307.8247562163615    All      0.028825372824733207       -0.0024116975390953144     0.003829164680346775       -0.01000406345362248      
Zeropoint     AB|SDSS|SDSS_r            5068.650799810814     All      0.714817025307318          0.5052665276375379         0.4015384222618823         -0.050338675511368836     
Zeropoint     AB|SDSS|SDSS_g            3878.96739963913      All      -0.9584221634898686        0.4828511571565386         -0.325348801817138         0.4549513142662734        
Check         All|All|All               All                   All      0.9981208154202382         0.9979267232386846         0.00021273479908767712     -5.37288319474305e-05     
Lambda        AB|SDSS|SDSS_i            6146.625004705722     All      -0.0002568643392973361     -5.292176293436313e-05     -0.0007663703245587435     3.223121885942185e-05     
Lambda        AB|SDSS|SDSS_z            7307.8247562163615    All      -2.5723353652611798e-05    -1.906691263337402e-07     -1.8059256066626576e-05    7.5109336954886706e-06    
Lambda        AB|SDSS|SDSS_r            5068.650799810814     All      -0.00015853481772895158    -4.7783483303556206e-05    -0.0020389547998480224     -5.491383490351262e-05    
Lambda        AB|SDSS|SDSS_g            3878.96739963913      All      -0.0013234634405809558     0.0005630615861368528      -0.0010761191312388513     0.0005664810116410705     
MWEBV         All|All|All               All                   All      -0.542211914643179         -3.1601085638429893        0.0841177306060592         -0.848981276907746        
Redshift      All|All|All               All                   All      6.841975708465664          0.9769232201596978         8.131823185627363          -1.5475546292752498       
