#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
58354.03603  16.484  0.032
58354.03793  16.479  0.033
58360.37438  16.243  0.03
58360.37626  16.238  0.029
58364.34955  16.383  0.027
58364.35142  16.374  0.027
58366.35993  16.52  0.029
58366.36182  16.514  0.028
58372.12835  16.887  0.03
58372.13023  16.893  0.03
58372.30457  16.913  0.028
58372.30646  16.926  0.028
58375.98834  17.185  0.04
58375.99023  17.153  0.031
58379.71799  17.486  0.03
58379.71988  17.445  0.031
58383.95339  17.759  0.046
58383.95529  17.787  0.049
58389.97822  18.187  0.035
58389.98104  18.222  0.036
58395.97035  18.436  0.034
58395.97315  18.507  0.032
58401.9895  18.704  0.042
58401.9923  18.654  0.043
58408.00174  18.99  0.038
58408.00454  18.973  0.037
58417.3111  19.31  0.047
58417.31372  19.31  0.047
58422.35849  19.481  0.043
58422.3613  19.484  0.047
58424.21597  19.514  0.035
58424.21879  19.592  0.036
58429.19924  19.72  0.036
58429.20205  19.737  0.037
58432.35243  19.763  0.045
58432.35525  19.771  0.044
