#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4923.649209612352    All      3.906627015999651         0.41009468274335603       0.3388542697770846        -1.1238141036797507       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4111.603460750333    All      -2.9135532405097124       0.5921487850164553        -0.33546277120019324      1.1269523211308603        
Check         All|All|All                            All                  All      0.9930737754899388        1.0022434677598113        0.003391498576891361      0.0031382174511096483     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4923.649209612352    All      -0.000752749081412616     -0.0001159717227388329    -0.000965032500998716     0.00016435436678728305    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4111.603460750333    All      -0.0010547184402426035    0.000154583926833636      -0.0012126958799563163    0.000339792518411148      
MWEBV         All|All|All                            All                  All      -0.04266321662182504      -2.1149726169248595       0.025630823251275633      -0.673875562709319        
Redshift      All|All|All                            All                  All      6.3186364708514695        0.6308821147007038        2.9061394924696944        -1.7230010572255434       
