#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          5998.391656496693     All      1.0686503885791927         0.18223728301798303        0.29957383430385676        -0.2753653062741307       
Zeropoint     AB|DECam|DECam_r          4213.3746732853615    All      -0.052062651789608394      0.487921223251675          -0.13993174910928996       0.16964600176329336       
Zeropoint     AB|DECam|DECam_i          5118.723967437384     All      0.6034352205231844         0.2104316590729738         0.09884772501274064        -0.12360306942132415      
Zeropoint     AB|DECam|DECam_g          3170.15738524346      All      -0.6189457137410992        0.11874924960419975        -0.2177573683487477        0.23057400777899695       
Check         All|All|All               All                   All      1.0010772435716695         0.9993394149468315         0.04073244185855973        0.0012516338468354649     
Lambda        AB|DECam|DECam_z          5998.391656496693     All      -0.0002259818195384931     -3.658775046193582e-05     -0.00021180843062487537    5.223984172017895e-05     
Lambda        AB|DECam|DECam_r          4213.3746732853615    All      -0.00011804033464371947    0.0001928541280973376      -0.0011707826811936852     4.9021900787466506e-05    
Lambda        AB|DECam|DECam_i          5118.723967437384     All      3.656411229737509e-05      -1.4244404324017371e-05    -0.0008806172298107646     -5.584790785194372e-05    
Lambda        AB|DECam|DECam_g          3170.15738524346      All      -0.001221036851416231      0.00011464311162075148     -0.0013187427602836797     0.00037622547390166725    
MWEBV         All|All|All               All                   All      -0.49221756144582685       -2.2184089476205315        0.39192963317531415        -0.5447873050259566       
Redshift      All|All|All               All                   All      4.136671619497662          0.36541820873985387        3.8959496145603234         -1.0545629685873108       
