#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          5998.391656496693     All      1.051493446906282          0.17360655054012852        0.2809053048599099         -0.27342113016297914      
Zeropoint     AB|DECam|DECam_r          4213.3746732853615    All      -0.12176847898878584       0.511824794147131          -0.2526020659257342        0.19510970361696786       
Zeropoint     AB|DECam|DECam_i          5118.723967437384     All      0.5474455512334625         0.1956618292702217         -0.06513767100889092       -0.11749432667474231      
Zeropoint     AB|DECam|DECam_g          3170.15738524346      All      -0.4869466118849899        0.1180377364562446         0.044464414971845376       0.1990475482711327        
Check         All|All|All               All                   All      0.9902239072659689         0.9991309104137258         0.0076299828971301414      0.0032417950503790816     
Lambda        AB|DECam|DECam_z          5998.391656496693     All      -0.00020826893556820177    -4.242720942750684e-05     -0.00026259614157828645    4.2301646496569936e-05    
Lambda        AB|DECam|DECam_r          4213.3746732853615    All      -0.00020342382764372826    0.0002069382232946154      -0.0012066787792173429     7.981988865979403e-05     
Lambda        AB|DECam|DECam_i          5118.723967437384     All      4.637720991948279e-05      -1.2519343245153795e-05    -0.001015569204072165      -6.450473424186424e-05    
Lambda        AB|DECam|DECam_g          3170.15738524346      All      -0.001365762236117291      0.0003032816035315251      -0.00017933315749499968    0.0005356596733133554     
MWEBV         All|All|All               All                   All      -0.48722649487076164       -2.2442339817565937        0.07278475481929153        -0.5690670929887913       
Redshift      All|All|All               All                   All      4.8395044273113506         -0.22738723274855488       1.811742135456991          -1.5696035789909766       
