#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6219.561568191313     All      1.1866712451236416         0.01805393302056757        0.017799201363582758      -0.3798628083114864       
Zeropoint     AB|SDSS|SDSS_z            7394.540250307068     All      0.08945271037381901        0.0009448827055891229      0.09261971028782662       -0.02469671900938034      
Zeropoint     AB|SDSS|SDSS_r            5128.795996656833     All      0.763966479497066          0.41284349937189546        0.02510205520608478       -0.11325211679541916      
Zeropoint     AB|SDSS|SDSS_g            3924.9956756093934    All      -1.0425732303292046        0.5669289520858101         -0.13486044414951487      0.5182496096307919        
Check         All|All|All               All                   All      0.9975172046653219         0.9987712671838622         0.000660522707979283      0.0004379655145060335     
Lambda        AB|SDSS|SDSS_i            6219.561568191313     All      -0.0002585479414703542     -2.9671057325433982e-05    -0.0005153754357542324    5.155389232787959e-05     
Lambda        AB|SDSS|SDSS_z            7394.540250307068     All      -1.9033273364409274e-05    -9.397000330552106e-07     -3.208641318611622e-05    4.461802841972684e-06     
Lambda        AB|SDSS|SDSS_r            5128.795996656833     All      -7.145176983041178e-05     -1.6775435321914236e-05    -0.0019758178797628038    -7.036179642312919e-05    
Lambda        AB|SDSS|SDSS_g            3924.9956756093934    All      -0.001019031616745245      0.0004477351160885187      -0.000884754263467126     0.00043829166082696015    
MWEBV         All|All|All               All                   All      -0.5740898944448154        -3.210289275618372         0.059746132639116004      -0.8560306713361557       
Redshift      All|All|All               All                   All      5.617264948810661          0.42587437339793865        1.8011425690525276        -1.6106299815806273       
