#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA2_FLWO
@BAND  CfA2_4Sh3_Harris_I
@MAGSYS  Linear_AB11_off
51520.450000000186  14.685  0.013
51521.50999999978  14.723  0.016
51522.5  14.716  0.011
51524.470000000205  14.749  0.011
51526.54000000004  14.627  0.01
51541.450000000186  15.554  0.015
51545.450000000186  15.77  0.021
51549.419999999925  16.006  0.024
51552.43000000017  16.163  0.035
51554.39000000013  16.272  0.021
51575.310000000056  17.079  0.091
51581.35000000009  17.455  0.109
51584.31999999983  17.552  0.078
51588.29000000004  17.694  0.135
51589.310000000056  17.574  0.157
51590.330000000075  17.727  0.091
51600.29000000004  18.052  0.138
51640.18000000017  18.913  0.232
