#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          3310.4298359179497    All      -0.3447920436615335        0.17991732137669914        0.311678744808469         0.18482389351042114        
Zeropoint     AB|DECam|DECam_i          5345.216178385941     All      0.8198538646466591         0.31003060885019806        -0.014753146704324371     -0.16672457227848644       
Zeropoint     AB|DECam|DECam_z          6263.807216518671     All      0.8477629425358996         0.07104799425636799        0.23942899520286443       -0.2423169954191333        
Zeropoint     AB|DECam|DECam_r          4399.807180952856     All      -0.3301669195401284        0.4380749233083847         -0.53078945628319         0.2265549470155427         
Check         All|All|All               All                   All      0.9926578439808966         0.9990708477916499         0.005565137023819111      0.002337272828344117       
Lambda        AB|DECam|DECam_g          3310.4298359179497    All      -0.0010045338064095283     0.0002926317622172088      -0.0011773083576258323    0.00036999163636221435     
Lambda        AB|DECam|DECam_i          5345.216178385941     All      0.0001274988061101769      7.021597527215419e-05      -0.0004884791864256912    -4.0457485139525214e-05    
Lambda        AB|DECam|DECam_z          6263.807216518671     All      -0.00014833747923438217    -1.4562807300501934e-05    0.00018304576896729558    5.1743303675048773e-05     
Lambda        AB|DECam|DECam_r          4399.807180952856     All      -0.00019718729142812616    -9.857453047806619e-05     -0.0012842775626642688    -2.5189988643304513e-05    
MWEBV         All|All|All               All                   All      -0.44311764658252306       -2.371040562247906         0.1679325432905443        -0.6204938622913936        
Redshift      All|All|All               All                   All      2.1656532050720303         0.3825763043943553         -0.8464008463538009       -0.6185777904326207        
