#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3310.4298359179497    All      -0.4688065382454495        0.1954176015512843         0.15934603903998576        0.22347053652938498        
Zeropoint     AB|DECam|DECam_i          5345.216178385941     All      0.8376527128381321         0.28951800311087794        -0.0638513279795209        -0.18139489956366406       
Zeropoint     AB|DECam|DECam_z          6263.807216518671     All      0.8736379721544993         0.09977793730087114        0.4436871249957115         -0.2322719539834579        
Zeropoint     AB|DECam|DECam_r          4399.807180952856     All      -0.24961048462734564       0.41447542618016087        -0.5318769861771371        0.19257940185708103        
Check         All|All|All               All                   All      0.9928736621198365         0.9991889681431942         0.0073048498790393435      0.0023830848393440462      
Lambda        AB|DECam|DECam_g          3310.4298359179497    All      -0.0009182515986750332     0.00032791412986635693     -0.0002778118271228914     0.00039351970951972444     
Lambda        AB|DECam|DECam_i          5345.216178385941     All      0.0002156202347728803      7.870380979302645e-05      -2.6167070589828195e-05    -4.576590021194147e-05     
Lambda        AB|DECam|DECam_z          6263.807216518671     All      -0.00023255881633453136    -3.536634361964972e-05     -0.00022799450522676472    5.405772817550974e-05      
Lambda        AB|DECam|DECam_r          4399.807180952856     All      -0.0001607314335992961     -0.00012404602867532966    -0.0012109142376878937     -4.2087897602369716e-05    
MWEBV         All|All|All               All                   All      -0.4675865346482784        -2.3708816869305593        0.13500141380264047        -0.6139413545900063        
Redshift      All|All|All               All                   All      1.9485282109603075         0.4506376850216043         -2.154506956575858         -0.5840579736122462        
