#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4810.731128647107    All      1.3929005214719536         0.5183483189334481         1.9272820613481751        -0.19886467756801487      
Zeropoint     AB|SDSS|SDSS_i            5833.852323652317    All      0.7196153341445073         0.12139535867721207        -2.15019024917311         -0.29081304221629034      
Zeropoint     AB|SDSS|SDSS_z            6935.964110753141    All      -0.024414440887852114      -0.006688946420396746      -0.12650927559019254      0.00012824876599315527    
Zeropoint     AB|SDSS|SDSS_g            3681.585091075477    All      -1.087879550393719         0.36638705580429587        0.34281570717561183       0.4890007681045843        
Check         All|All|All               All                  All      1.0002218643348897         0.9994417869945593         -0.006601756239515533     -0.0005487029137277166    
Lambda        AB|SDSS|SDSS_r            4810.731128647107    All      -0.0002106584181648632     -2.7649504205664957e-05    -0.0006556522215623141    3.0353276744352182e-05    
Lambda        AB|SDSS|SDSS_i            5833.852323652317    All      -5.133346771076485e-05     -1.1552998344166036e-05    0.0002501263895067719     2.4119799586002143e-05    
Lambda        AB|SDSS|SDSS_z            6935.964110753141    All      -0.00010466383845386498    -1.9333570591359625e-05    -0.0005678608431654695    2.4538541852886096e-06    
Lambda        AB|SDSS|SDSS_g            3681.585091075477    All      -0.0011681802527245832     0.0006753991372850886      0.001185990027863322      0.0006534397471749014     
MWEBV         All|All|All               All                  All      -0.6134357892028981        -2.9051415261776015        -0.11394371956020051      -0.7515687382913521       
Redshift      All|All|All               All                  All      4.132769755504197          -0.7320546799196137        7.899851770094022         -1.232099264795091        
