#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N2_V
@MAGSYS  Linear_AB11_off
55905.17  13.442  0.039
55912.14  13.538  0.029
55924.23  13.843  0.028
55928.21  13.939  1.407
55933.16  14.058  0.023
55936.18  14.127  0.028
55943.16  14.309  0.032
55957.24  14.534  0.028
55961.16  14.643  0.031
55974.15  14.883  0.031
56020.1  15.694  0.032
56036.11  15.967  0.378
56040.15  16.047  0.043
56048.19  16.183  0.045
56055.08  16.32  0.045
56059.13  16.376  0.107
56061.11  16.447  0.103
56066.09  16.516  0.058
56070.09  16.606  0.171
56078.1  16.784  0.046
56082.08  16.868  0.121
56085.03  16.929  0.122
56090.08  16.975  0.045
56092.06  17.039  0.105
56096.98  17.208  0.038
56100.03  17.239  0.153
56105.0  17.32  0.135
56106.99  17.417  0.17
56114.99  17.639  0.207
56116.99  17.687  0.208
56135.27  18.166  0.474
56139.23  18.411  0.354
56146.21  18.635  0.386
56149.24  18.927  0.472
56154.18  19.166  0.505
56156.19  19.215  0.536
56158.18  19.263  0.5
