#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CNIa02|Bessell12_V 5452.817002750371 All -1.9050401864390263 -2.054753391732683 -3.6944856297341393 -0.2136344418785778
Zeropoint AB|CNIa02|SDSS_i 7455.760656755596 All 0.9493703190170778 -0.05704283536895405 4.919968733286745 -0.108266266425325
Zeropoint Linear_AB11_off|CNIa02|Bessell12_B 4358.583288176744 All 5.24036540527077 2.2739833620738645 43.634522437374706 0.980960107727501
Zeropoint AB|CNIa02|SDSS_r 6148.194690115396 All 0.6756692036041736 0.0065499026580688735 -0.03922737186207037 -0.21970470713068677
Check All|All|All All All 4.960364741452997 0.16873703763029635 44.82077816906524 0.43935469229291135
