#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3749.2518204425655    All      -1.0394544450754368        0.47039097451211376        0.9649600263807522         0.5348680596748253        
Zeropoint     AB|SDSS|SDSS_z            7063.445615260502     All      0.12324827421013596        0.011874286971647052       0.42845415229174777        -0.017158230740885815     
Zeropoint     AB|SDSS|SDSS_i            5941.077254378235     All      1.1952274293880354         0.1481649858977363         1.5286993483987181         -0.2728438543191123       
Zeropoint     AB|SDSS|SDSS_r            4899.151315410982     All      0.7320285554874886         0.36843742149876846        -2.7777772901293467        -0.2423930367219677       
Check         All|All|All               All                   All      1.0110498140102233         0.9988676688802656         0.14433623694187148        0.002472937892859489      
Lambda        AB|SDSS|SDSS_g            3749.2518204425655    All      -0.0014090086440732717     0.0005683608265437543      -0.0012271328648164404     0.0005893329863639002     
Lambda        AB|SDSS|SDSS_z            7063.445615260502     All      -3.7977212778520124e-05    -3.924756993987934e-06     -0.00012684876615998129    5.431327303131843e-06     
Lambda        AB|SDSS|SDSS_i            5941.077254378235     All      -0.00013802226002407924    -2.1997836518011825e-05    -0.0001804187520995245     2.9741711553235362e-05    
Lambda        AB|SDSS|SDSS_r            4899.151315410982     All      -0.0002058045518372355     -8.216491276607593e-05     -2.9303888775451758e-05    3.896580010062628e-05     
MWEBV         All|All|All               All                   All      -0.5697128119491413        -2.988137138689595         0.2517585210466987         -0.7765255405071845       
Redshift      All|All|All               All                   All      3.401195887964254          -0.1763639189626076        1.045536356048234          -1.1186714417421022       
