#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5136.435996438418     All      1.160394957420733         0.17471799877810668       0.16151928755441247        -0.3138595492663427        
Zeropoint     AB|MEGACAMPSF|i           4459.581061132903     All      1.785839904132978         0.6674410279643439        0.1852602278403892         -0.3560319950991859        
Zeropoint     AB|MEGACAMPSF|r           3646.9608497296863    All      -1.9453274484689154       0.15675408101287758       -0.3484770323880948        0.6691661811220274         
Check         All|All|All               All                   All      1.000907413084796         0.9989131077553282        -0.0016975169932931244     -0.0007253632435012536     
Lambda        AB|MEGACAMPSF|z           5136.435996438418     All      0.00039955082258174044    4.77301585837713e-05      -0.00012380251009760086    -0.00012012430224147899    
Lambda        AB|MEGACAMPSF|i           4459.581061132903     All      -0.00048845921133199      -0.0002008445091305981    -0.0022105693884153527     -4.96198827736529e-06      
Lambda        AB|MEGACAMPSF|r           3646.9608497296863    All      -0.0032984103697843584    0.0001198631301810482     -0.0022041424081060876     0.0010150833843826947      
MWEBV         All|All|All               All                   All      -0.20501244255623075      -1.912990711386442        0.015004671920348933       -0.5556751233801706        
Redshift      All|All|All               All                   All      8.089724511055284         0.9716532375808384        3.5915903732839594         -2.1583138085780273        
