#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1 6044.883047741774 All 0.7759570453189498 -0.04984524673942303 -1.039632282024462 -0.3153849885002359
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1 4241.843953516553 All -0.470233227740389 0.45713053721408237 0.4505109027883988 0.32217712007703
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1 5245.863262510099 All -0.3103785542132699 0.36212343463548 -1.5874132643122638 0.14821705916546246
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1 7364.619131595629 All 0.6647773680495161 -0.08357622413934518 1.1983480998148095 -0.1902866131968184
Check All|All|All All All 0.6601226314148071 0.6858325009707942 -0.9781865437335173 -0.035277422454561835
