#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4467.335752123098    All      -2.5389276447495863       1.0171671816431527         -0.4373388115680615       1.1388206544651187         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5349.638980262917    All      3.535663939852114         -0.015229413464545871      0.4344019826843489        -1.1372574207455715        
Check         All|All|All                            All                  All      0.9967362951025283        1.0019377681786068         -0.0029368288837126055    0.0015632337195472523      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4467.335752123098    All      -0.0005033846117078471    -8.035084567610812e-05     -0.0017961252675551026    5.76431936080423e-05       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5349.638980262917    All      0.0008925107183432488     -0.00014855182552879706    -0.0009822379011393302    -0.00038294108675183524    
MWEBV         All|All|All                            All                  All      -0.1327096927402618       -2.4250852828538783        0.0008250626837004725     -0.7466653278586154        
Redshift      All|All|All                            All                  All      -1.519040469227833        0.23612103316370536        -1.0042016273304888       0.526900937930704          
