#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F850LP      5950.3910386228645    All      1.7653922351968796         -0.33461045908538267      -0.6329899642671565       -0.7122874004517469       
Zeropoint     VEGAHST|ACSWF|F775W       5066.028825897314     All      0.2511752823311698         1.000640515851714         1.2863471276866332        0.30152924756143745       
Zeropoint     VEGAHST|ACSWF|F606W       3955.25540552538      All      -1.0285902851509119        0.33824747405084565       -0.6416606666369146       0.4165896572874594        
Check         All|All|All               All                   All      0.9879772323771376         1.004277530817177         0.011696496782562127      0.005831504397149967      
Lambda        VEGAHST|ACSWF|F850LP      5950.3910386228645    All      -0.00012874960329947363    2.3238928940180238e-05    6.501141737510447e-05     5.2408826195453804e-05    
Lambda        VEGAHST|ACSWF|F775W       5066.028825897314     All      -0.0007532018712193925     0.0001747837153275784     -0.003837695990902254     0.00013101668918350556    
Lambda        VEGAHST|ACSWF|F606W       3955.25540552538      All      -0.0012100632777668385     0.00035658889625846384    -0.0010922407696583951    0.00046156846533618965    
MWEBV         All|All|All               All                   All      -0.2788883142198153        -2.277990085774917        0.016974621198337064      -0.6504157161077946       
Redshift      All|All|All               All                   All      5.451626958321496          1.162084790662199         8.522807274416854         -1.01691126093296         
