#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2 7511.754410674454 All 0.5211660080486484 -0.45555361954585827 -1.3097183902468408 -0.37659643226655504
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2 6130.507673463506 All 1.2170695302696009 0.7306677947018425 3.626176740556992 0.0033825660874753963
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2 4366.827785724543 All 0.4712131714216572 0.6916913701420544 4.085562641183229 0.2541368992060259
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2 5342.356794142112 All -0.44518360965042725 0.41458951096076113 -2.4733547167005865 0.16968192977954658
Check All|All|All All All 1.7642651000894796 1.3813950562587998 3.9286662747927936 0.05060496280649282
