#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2 7511.754410674454 All 1.8370537702355787 -1.0841401206975156 -1.0326558421316339 -0.9976116421189343
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2 6130.507673463506 All -0.8782038500389813 -0.4960518557236391 -0.7156296044634605 0.09254421449636749
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2 4366.827785724543 All -0.0635616299791984 0.20506907570607602 -0.45906833200403696 0.06701574729665191
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2 5342.356794142112 All -0.45194043832368835 0.21598864304977106 -0.8652797606875176 0.17895301438412686
Check All|All|All All All 0.44334785189370995 -1.1591342576653076 -3.072633539286649 -0.6590986659417879
