#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57002.49375  13.703  0.024
57002.49532  13.71  0.023
57003.49425  13.345  0.023
57003.49582  13.34  0.023
57005.33935  12.818  0.022
57005.34023  12.825  0.022
57009.07411  12.277  0.022
57009.07501  12.267  0.022
57009.46046  12.224  0.022
57009.46134  12.229  0.022
57010.08433  12.213  0.023
57010.08521  12.199  0.023
57012.06552  12.083  0.023
57012.0664  12.094  0.022
57014.05981  11.996  0.023
57014.06072  12.002  0.022
57016.05449  11.949  0.022
57016.05537  11.945  0.023
57020.29509  12.107  0.022
57020.31207  12.298  0.022
57020.31298  12.289  0.022
57022.29692  12.107  0.023
57022.29784  12.122  0.023
57024.67308  12.176  0.031
57024.67397  12.135  0.039
57026.02736  12.3  0.022
57026.02824  12.318  0.023
57028.03413  12.42  0.022
57028.03507  12.43  0.023
57029.74738  12.544  0.024
57029.74823  12.571  0.023
57032.01633  12.616  0.023
57032.01722  12.626  0.022
57036.2728  12.701  0.022
57036.27368  12.704  0.022
57040.01281  12.75  0.023
57040.01369  12.734  0.023
57045.99378  12.989  0.023
57045.99468  12.987  0.023
57050.44939  13.311  0.022
57050.45027  13.303  0.022
57053.72042  13.378  0.054
57053.74238  13.364  0.058
57057.45697  13.609  0.023
57057.45786  13.596  0.024
57063.5886  13.839  0.024
57063.58948  13.82  0.024
57064.04924  13.831  0.021
57064.05013  13.831  0.022
57070.89516  13.974  0.023
57070.89604  13.985  0.023
57084.85381  14.397  0.024
57084.85469  14.332  0.025
57084.91848  14.41  0.022
57084.94944  14.372  0.026
57084.95031  14.38  0.024
57091.64879  14.437  0.025
57091.64965  14.464  0.025
57099.54043  14.705  0.022
57099.54128  14.707  0.023
57106.50571  14.702  0.024
57106.50656  14.705  0.04
57118.19939  15.036  0.024
57118.20026  14.963  0.025
57124.90637  15.306  0.024
