#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4260.810875826714     All      -0.4217972243690762        0.26057487794890477       -0.12061022715253981       0.2168887626052388         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4654.536736856855     All      -0.3265610468893725        0.40050621080398585       0.10073487719013884        0.24132506054345518        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6025.079845632652     All      0.855516068167264          -0.014714123498116294     -0.03250356430277312       -0.2849130879396939        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3482.0374807225094    All      -0.20698122297408275       0.08122046325285126       -0.02799451823517436       0.09262750398329483        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5258.485093028691     All      0.10810825399887475        0.04464407880666599       -0.051917694493585624      -0.02298921802535179       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6073.022765796839     All      0.2563012638452697         -0.008820065567505253     -0.062387904915947784      -0.08914282488151785       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5204.923335272153     All      0.3910886494239158         0.20505753700055251       -0.027518991851234464      -0.061824499774261375      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7366.58268555632      All      0.31184783123881876        -0.029809965364968605     0.13850794892867388        -0.1051082109448075        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4247.645798675109     All      -0.10601531228829227       0.07110003688595157       0.019763347383188325       0.05857424357190249        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7393.846639092022     All      0.13304508787229954        -0.012276794848986583     0.06430768762188273        -0.04446636140621766       
Check         All|All|All                                All                   All      0.9945523480256188         0.9974822554193352        0.0003809601726286055      0.0009713677320412339      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4260.810875826714     All      -0.00022071026358940203    7.278601243354763e-05     -0.0004597870515114109     7.508320845794345e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4654.536736856855     All      -8.855040628200306e-05     -6.357906097769208e-05    -0.0007656649651627213     -2.6034122124749795e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6025.079845632652     All      -0.00013504332478320275    -1.728837510747284e-05    -0.0004264606794105636     1.9325679673121396e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3482.0374807225094    All      -0.00038451868274806705    0.00011170449883086725    -0.0002296010601050425     0.00015139017470506302     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5258.485093028691     All      2.8612816772942483e-05     9.433200413350779e-06     -0.0001560194257033826     -1.32098624367932e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6073.022765796839     All      -3.261159227607123e-05     -6.09355990758693e-07     -2.6128930631464758e-05    9.258167032183019e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5204.923335272153     All      9.277319772038313e-05      3.6666828974247785e-05    -0.0004970564331079929     -4.045703585730631e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7366.58268555632      All      -9.538800269748887e-05     -8.353194799936899e-07    -0.00020668279937165922    2.157561553862471e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4247.645798675109     All      -5.166846415701814e-05     2.40955399311267e-05      -6.931089232996988e-05     2.1585801901934518e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7393.846639092022     All      -3.907673866641853e-05     3.171305747150126e-06     -2.7982505717092495e-05    1.2512847273722146e-05     
MWEBV         All|All|All                                All                   All      -0.9762912211228465        -3.8857232144067666       0.01597095764424995        -0.9469850071943512        
Redshift      All|All|All                                All                   All      6.216710875872829          0.5415776931808836        8.974745811508452          -1.448075897887716         
