#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4344.870916216532     All      -1.7607359976394275       0.5943596023284314        -1.1636199806206293        0.7152051018315416        
Zeropoint     AB|MEGACAMPSF|g           3397.5368157917846    All      -0.24475563624072072      0.13872176676148484       0.33327168653211986        0.13978359089808012       
Zeropoint     AB|MEGACAMPSF|i           5320.236279158258     All      3.003726523621065         0.27827478562496566       0.8935574552490583         -0.8478939304973871       
Check         All|All|All               All                   All      0.998234889740917         1.011356154714882         0.06320916116054887        0.007094762232234597      
Lambda        AB|MEGACAMPSF|r           4344.870916216532     All      -0.0005231883828825572    -0.0001505053027546981    -0.002387326988167908      1.4859701221125615e-05    
Lambda        AB|MEGACAMPSF|g           3397.5368157917846    All      -0.0007427326721932217    0.0003347698193172102     0.0005386465452571526      0.00037501533166471075    
Lambda        AB|MEGACAMPSF|i           5320.236279158258     All      0.0012152097707928899     9.219211855453388e-05     -0.00017163516478045591    -0.0003734630846297324    
MWEBV         All|All|All               All                   All      -0.24187196486859452      -2.4749589511847248       0.17644768948804576        -0.7195158478359179       
Redshift      All|All|All               All                   All      -2.15530336418738         -0.10975559883892316      -4.298775863991207         0.4744675804500527        
