#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|WFC3|WFC3_f125w        5220.483543343589    All      -1.821776300323362         1.9725301185694377        0.05671488947880869       1.2384613546421488        
Zeropoint     AB|WFC3|WFC3_f160w        6407.760697212507    All      2.8207639948747145         -0.9698410200634555       -0.05178638625238091      -1.237035749138354        
Check         All|All|All               All                  All      0.9989876945513525         1.0026890985059822        0.00492850322642778       0.0014256055037948911     
Lambda        AB|WFC3|WFC3_f125w        5220.483543343589    All      -0.00016097762863516527    0.00018036328029002742    0.00021710279160532653    0.00012087426429157083    
Lambda        AB|WFC3|WFC3_f160w        6407.760697212507    All      -0.001092547677865134      0.0004661442725265108     0.0009733810348537446     0.0005511547726927061     
MWEBV         All|All|All               All                  All      -0.16772979692875178       -1.0287236646403741       -0.0022975749215167506    -0.2805565587869284       
Redshift      All|All|All               All                  All      2.9931421428368945         -0.12100287709273516      -3.9041382944148224       -1.1886032463402152       
