#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|WFC3|WFC3_f125w        5220.483543343589    All      -1.8764393748054236        1.9278656253121085         -1.0663790991228606       1.1915996949634202        
Zeropoint     AB|WFC3|WFC3_f160w        6407.760697212507    All      2.8757893379967916         -0.9255770580686828        1.0718169597029537        -1.190399828203964        
Check         All|All|All               All                  All      0.9993499631913679         1.0022885672434256         0.005437860580093101      0.0011998667594561585     
Lambda        AB|WFC3|WFC3_f125w        5220.483543343589    All      -0.0009601388469593443     -4.3956065708059745e-06    -0.006832956161465548     6.393565559530368e-06     
Lambda        AB|WFC3|WFC3_f160w        6407.760697212507    All      -0.00045087032434479866    9.140254257579045e-05      -0.0007212580716791808    0.00014444967788291248    
MWEBV         All|All|All               All                  All      -0.17042153648597846       -1.0290014294564997        -0.024119330809702078     -0.2807440525379318       
Redshift      All|All|All               All                  All      2.049713538197468          0.9528303172555042         4.309773102256242         -0.16496557196510053      
