#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 4346.259579295122 All -0.22476843345194775 0.9447925114365621 2.7058601928366497 0.5017145900023228
Zeropoint AB|SDSS|SDSS_r 5679.261984730551 All -0.13484124501267392 0.19718953660682637 -5.74471563084454 -0.1482069250183068
Zeropoint AB|SDSS|SDSS_u 3305.271950342948 All 0.4172829384084387 0.2835525737551752 3.4915665941388094 0.11225220154519658
Zeropoint AB|SDSS|SDSS_i 6887.097790386823 All 1.3313970727328466 0.29441410371796195 3.9378975732988564 -0.16204918614753788
Zeropoint AB|SDSS|SDSS_z 8188.185173577452 All 0.5865537111028268 0.1759717534331653 2.816811057484031 -0.008038711007931347
Check All|All|All All All 1.9756240437794907 1.8959204789496908 7.207419786913807 0.2956719693737433
