#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_u            3316.0657333802187    All      -0.16596368218260305       0.2004154693299398         0.9995290504138401         0.1639461340127814        
Zeropoint     AB|SDSS|SDSS_r            5697.808332079865     All      0.6199988027107945         0.22346934345947034        -2.1992056679318797        -0.22730313868338492      
Zeropoint     AB|SDSS|SDSS_i            6909.588478119247     All      0.9157194516689215         0.10263025408896453        2.2180788845293344         -0.1658672281431395       
Zeropoint     AB|SDSS|SDSS_g            4360.45283892016      All      -0.5300877586684338        0.4630982856470567         -1.4053586238351685        0.26079866868080537       
Zeropoint     AB|SDSS|SDSS_z            8214.924726497877     All      0.16040112949349689        0.01147619287564794        0.44012388191831214        -0.028869043907179207     
Check         All|All|All               All                   All      1.0000679430221762         1.0010895454010793         0.053167525094438506       0.002705391959883143      
Lambda        AB|SDSS|SDSS_u            3316.0657333802187    All      -0.000123542951522544      0.00011574416940991347     0.0004297889408966749      9.712319408316025e-05     
Lambda        AB|SDSS|SDSS_r            5697.808332079865     All      -0.00010922203879028741    -3.998267321276244e-05     0.0006239767419707287      5.03987554487019e-05      
Lambda        AB|SDSS|SDSS_i            6909.588478119247     All      -0.0005534920572791471     -6.293831473227468e-05     -0.0011063517263606804     0.00011041809642848833    
Lambda        AB|SDSS|SDSS_g            4360.45283892016      All      -0.00012498635572328562    7.325899423085057e-05      -0.0006133975298123115     3.7201918035781595e-05    
Lambda        AB|SDSS|SDSS_z            8214.924726497877     All      -3.3171860294815364e-05    -3.5068478148398108e-06    -0.00013569776752162733    3.6073023874633893e-06    
MWEBV         All|All|All               All                   All      -0.8544677724087206        -3.4938155154362605        1.4003748271098102         -0.7972300950206828       
Redshift      All|All|All               All                   All      6.419814037478559          0.8432421123313105         -4.471136360703012         -2.01599922037901         
