#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_i                5011.61313969471      All      1.5764842538981974         0.5882300491801828         1.5745593327220364        -0.2516415557443308        
Zeropoint     AB|PS|PS_z                5759.566365320821     All      0.5705246451230964         0.04123820903512154        -0.4862975363262162       -0.194107230802823         
Zeropoint     AB|PS|PS_r                4137.668882756187     All      -0.575449117659757         0.22436372601646326        -1.1623147131794824       0.20865658891551508        
Zeropoint     AB|PS|PS_g                3258.1811554102323    All      -0.5756153996675337        0.1451513339434385         0.08202982830796401       0.23843805214630726        
Check         All|All|All               All                   All      0.9959443816940031         0.9989833181752061         0.007976911524301689      0.0013458545146685652      
Lambda        AB|PS|PS_i                5011.61313969471      All      -0.00010962572017547875    -1.4311090756803335e-05    -0.0011828845592812335    -2.1739594528616808e-05    
Lambda        AB|PS|PS_z                5759.566365320821     All      -0.00016427500224822656    -1.7981326930720447e-05    9.768329231047099e-05     5.2011819662553956e-05     
Lambda        AB|PS|PS_r                4137.668882756187     All      -0.00014601735099822522    0.00014763198239483693     -2.058302730660991e-05    9.473272268796633e-05      
Lambda        AB|PS|PS_g                3258.1811554102323    All      -0.0013067109416759748     0.0002144365827495847      -0.0009616857288422156    0.0004525721757570606      
MWEBV         All|All|All               All                   All      -0.47232306328680873       -2.283894320305535         0.10044134602902322       -0.5856061213722313        
Redshift      All|All|All               All                   All      7.088068409029402          1.1984407034578481         3.2593693715744942        -1.7729948213895272        
