#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
56933.70059  17.632  0.029
56933.73666  17.731  0.033
56933.73919  17.4  0.125
56937.59466  17.497  0.042
56937.59716  17.399  0.042
56939.42399  17.361  0.048
56939.42649  17.402  0.034
56939.63411  17.334  0.036
56943.94367  17.399  0.04
56943.94617  17.38  0.039
56948.05201  17.7  0.042
56948.05458  17.628  0.041
