#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
56933.70541  17.891  0.039
56933.7435  17.815  0.041
56937.6014  17.511  0.048
56939.43073  17.379  0.042
56939.63681  17.338  0.06
56939.63838  17.356  0.043
56943.94888  17.301  0.045
56943.95045  17.372  0.045
56948.05749  17.149  0.102
56948.05909  17.437  0.041
56951.43961  17.238  0.148
56951.44118  17.212  0.144
56955.6658  17.341  0.161
56955.66737  17.869  0.051
56959.62959  17.289  0.18
56959.63117  17.259  0.18
