#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
52397.35  15.493  0.02
52398.35  15.228  0.01
52399.36  14.999  0.011
52400.35  14.822  0.01
52401.31  14.685  0.012
52403.32  14.443  0.01
52405.35  14.343  0.01
52407.3  14.351  0.01
52409.33  14.443  0.01
52411.27  14.53  0.01
52416.35  14.848  0.02
52421.34  15.045  0.011
52424.26  15.049  0.01
52427.27  14.987  0.01
52431.31  14.945  0.01
52435.28  14.953  0.01
52436.26  14.928  0.01
52440.24  15.157  0.01
52448.21  15.636  0.026
52452.22  15.894  0.018
52457.2  16.12  0.016
52462.2  16.356  0.019
52467.19  16.575  0.027
52469.21  16.631  0.023
52479.19  17.068  0.042
52484.18  17.231  0.058
