#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5981.658083376969     All      0.9523398809144394         0.12420648332422957        -0.39431337227750385       -0.2873466871635922       
Zeropoint     AB|DECam|DECam_z          7009.623524846444     All      0.7819844553772894         -0.0050751264275561425     0.8008832707485977         -0.22063145723527286      
Zeropoint     AB|DECam|DECam_r          4923.681533343296     All      -0.20837165156201382       0.4566479857675887         -0.6900381173725808        0.18582554242656646       
Zeropoint     AB|DECam|DECam_g          3704.5946743075096    All      -0.5313823823593458        0.42384695571122677        0.2875713678737846         0.32398261090204594       
Check         All|All|All               All                   All      0.9945703023703693         0.9996262983754889         0.004103148972297632       0.0018300089297473843     
Lambda        AB|DECam|DECam_i          5981.658083376969     All      -0.00011754798062688504    -1.8970415789398825e-05    -6.999673379857148e-05     2.8986323227062516e-05    
Lambda        AB|DECam|DECam_z          7009.623524846444     All      -0.0005766575736693343     -1.1352886923414473e-05    -0.000842090979852949      0.00014655968159806704    
Lambda        AB|DECam|DECam_r          4923.681533343296     All      -0.00020813763940099488    -5.8377963375029104e-05    -0.0016986408741172406     -2.702088720784892e-05    
Lambda        AB|DECam|DECam_g          3704.5946743075096    All      -0.000878901327543142      0.0006145157974523282      -0.00010131435894399871    0.000481933895055421      
MWEBV         All|All|All               All                   All      -0.4549443932640531        -2.8415324390131502        0.09990447483459808        -0.7729319650478037       
Redshift      All|All|All               All                   All      7.403257426540563          -0.3589436296248749        6.6292221820636295         -2.2325725137533294       
