#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          5981.658083376969     All      0.8532627156827215         0.13084935102476436        -0.42344210070369703      -0.2542100757180338       
Zeropoint     AB|DECam|DECam_z          7009.623524846444     All      0.8805787093860163         0.015576014946105943       1.1087296178425077        -0.23228232468908366      
Zeropoint     AB|DECam|DECam_r          4923.681533343296     All      -0.21993410905014055       0.4452867499974644         -0.8504577016564818       0.17873229769402835       
Zeropoint     AB|DECam|DECam_g          3704.5946743075096    All      -0.5201331489543566        0.40759016719231767        0.1636701937580809        0.3094938542969157        
Check         All|All|All               All                   All      0.9937741670642407         0.9993022831606524         -0.0014999907595902862    0.0017337515838266593     
Lambda        AB|DECam|DECam_i          5981.658083376969     All      -1.0219379586024683e-05    -3.7813863744891825e-05    5.113856080851859e-05     -6.706352224136839e-06    
Lambda        AB|DECam|DECam_z          7009.623524846444     All      -0.0005682767763134953     -5.1394561517368005e-06    -0.0007483427602382358    0.0001500372514687688     
Lambda        AB|DECam|DECam_r          4923.681533343296     All      -0.000273983850421447      -3.199531711850947e-05     -0.0016779405990634193    3.94484404926681e-06      
Lambda        AB|DECam|DECam_g          3704.5946743075096    All      -0.0008338981278066538     0.0006380268943740824      8.367521577615321e-05     0.00048318844519285644    
MWEBV         All|All|All               All                   All      -0.46582184094329593       -2.8382022125292394        0.07604921015845756       -0.7693686090534968       
Redshift      All|All|All               All                   All      7.034409918116993          -0.5754465068964265        4.52007157136296          -2.277070560174819        
