#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
58405.18821  17.531  0.01
58405.18541  17.534  0.01
58408.10873  17.313  0.01
58408.11154  17.306  0.01
58409.00302  17.283  0.01
58409.00583  17.25  0.01
58419.24342  17.088  0.01
58419.24154  17.146  0.01
58421.61323  17.236  0.01
58421.61513  17.237  0.01
58423.22849  17.307  0.01
58423.22662  17.316  0.01
58430.24006  17.632  0.012
58430.23818  17.631  0.012
58437.26423  17.826  0.015
58437.26234  17.851  0.016
58438.90666  17.869  0.019
58446.84865  18.196  0.023
58446.85054  18.196  0.023
58448.8427  18.275  0.02
58448.84098  18.272  0.021
58450.15363  18.295  0.013
58457.09727  18.785  0.053
58457.09541  18.694  0.031
58460.13254  18.646  0.019
58460.13651  18.919  0.022
58462.13792  18.851  0.016
58471.1229  19.22  0.05
