#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4587.238224579518     All      -0.7073164053421708        0.7259999231630232        0.7217934851761365        0.4990886110665553        
Zeropoint     AB|MEGACAMPSF|g           3591.5616091088546    All      -0.6354438884162328        0.28515597064018294       -0.033099251965751364     0.2983925933345628        
Zeropoint     AB|MEGACAMPSF|i           5611.821477847912     All      2.333163795215952          -0.010692594456251925     -0.7011412091396996       -0.7947598486398512       
Check         All|All|All               All                   All      0.9904035014575485         1.0004632993469542        -0.01244697592931443      0.0027213557612669748     
Lambda        AB|MEGACAMPSF|r           4587.238224579518     All      -0.0002842389914209071     -8.776283057986189e-05    -0.001191870235363783     1.0811054917331254e-05    
Lambda        AB|MEGACAMPSF|g           3591.5616091088546    All      -0.001620834005159898      0.0007483705978083059     4.858332242821261e-06     0.0007719446887574822     
Lambda        AB|MEGACAMPSF|i           5611.821477847912     All      -0.00043258178786940695    -0.0003557933767974419    -0.0024384783660576902    -8.38055782012829e-05     
MWEBV         All|All|All               All                   All      -0.4068127730598121        -2.7229664206599224       -0.14118715722554187      -0.760747976592837        
Redshift      All|All|All               All                   All      0.0313012434594945         0.3943606302586389        -2.570753887821664        0.003539447611588392      
