#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4587.238224579518     All      -0.7595198148272703        0.6581143544355683         0.2931601260927655        0.4748524776995269        
Zeropoint     AB|MEGACAMPSF|g           3591.5616091088546    All      -0.6497073435952595        0.2425494140853246         -0.25024114298651345      0.27947026745649245       
Zeropoint     AB|MEGACAMPSF|i           5611.821477847912     All      2.4031227024890427         0.10385020984760018        -0.029023160945169355     -0.7502438650459059       
Check         All|All|All               All                   All      0.9938955440665134         1.004513978368493          0.013895822161082674      0.00407888011011337       
Lambda        AB|MEGACAMPSF|r           4587.238224579518     All      -0.00035662851573507563    -5.2811839395390516e-05    -0.001184983520327603     4.6082714675831776e-05    
Lambda        AB|MEGACAMPSF|g           3591.5616091088546    All      -0.0016837866276492584     0.0005768116207616168      -0.000870233950429427     0.0006975166766130436     
Lambda        AB|MEGACAMPSF|i           5611.821477847912     All      -0.00021454063441113012    -0.00027774320866020814    -0.0018043834967901256    -0.0001011085059639496    
MWEBV         All|All|All               All                   All      -0.39559072462743794       -2.695043661587526         0.002266542273593634      -0.748906325950686        
Redshift      All|All|All               All                   All      0.12951422858288508        0.45078747324183155        -1.1111291496620093       0.055064674643404296      
