#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6404.825104265096     All      1.2520451413973404         0.03613572994041192        0.7561974922237286         -0.3623160765544878       
Zeropoint     AB|SDSS|SDSS_u            3073.818523896805     All      -0.12595737673070262       0.06442363496255155        0.5459098292398157         0.0863748072635534        
Zeropoint     AB|SDSS|SDSS_z            7614.803151380043     All      0.16995026145037165        -0.003133800692900479      0.20539660729923803        -0.0472132661053018       
Zeropoint     AB|SDSS|SDSS_g            4041.9104404147793    All      -0.9562040745722044        0.6431561494148141         0.02790993729664404        0.5222097346568921        
Zeropoint     AB|SDSS|SDSS_r            5281.56864336576      All      0.6545525396972723         0.2581470663189478         -1.5257791523849873        -0.19721081995279083      
Check         All|All|All               All                   All      0.994386491242077          0.9987287799438249         0.0096347136744388         0.0018443793078651294     
Lambda        AB|SDSS|SDSS_i            6404.825104265096     All      -0.00022433092890639304    -2.4829107008719416e-05    -0.00023921200581800955    5.430937364840597e-05     
Lambda        AB|SDSS|SDSS_u            3073.818523896805     All      -3.985748612507087e-05     5.673962544376807e-06      2.701145910038735e-05      1.603648813231295e-05     
Lambda        AB|SDSS|SDSS_z            7614.803151380043     All      -3.0975764858481984e-05    -2.0695384972442547e-06    -0.00015625115927612123    2.442937309579518e-06     
Lambda        AB|SDSS|SDSS_g            4041.9104404147793    All      -0.0005630401016375742     0.0005267612070352174      0.0005639107407065421      0.0003801488860422111     
Lambda        AB|SDSS|SDSS_r            5281.56864336576      All      0.00019538903798762693     0.00010539260022001088     -0.0002933638507352403     -4.240628186265276e-05    
MWEBV         All|All|All               All                   All      -0.5585026426051618        -3.3802797641099502        -0.16572497842450296       -0.9265411868237607       
Redshift      All|All|All               All                   All      4.724765978444917          -1.0480563877198534        -0.44870191785457425       -1.900421670654999        
