#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4368.327167612537     All      -0.8253447147723758        0.6351607079717603         0.03844017138967537        0.47745007368876924        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4310.177559190503     All      -0.052881117292477346      0.02735887937248549        -0.07272589244782246       0.02289138416925445        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8193.072462810347     All      0.04335084941114168        -0.010638232384518886      0.01198822506149888        -0.017051040704311148      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5365.650211724092     All      0.035268466597446944       0.012857051863690572       -0.31323258958142475       -0.021278266940199207      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7603.915834220615     All      0.2527803208336309         -0.05177132670750595       0.0777888930202586         -0.09573113003171381       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5407.885775110446     All      0.35589895922713377        0.43303851751557154        0.4938241099001539         0.047163993923374226       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5320.099242855811     All      0.02266037724087424        0.040484389432116075       0.06744633331032812        0.008815687249106446       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6340.488006821473     All      0.11385162898483013        -0.012329229285867882      0.037846639123628734       -0.039412335084938396      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4436.5940142787085    All      -0.15320625360933643       0.0805712763519928         -0.23383349555348154       0.06571411761254145        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7858.900601447467     All      0.11586694352492405        -0.03181578784712258       -0.005427011917857882      -0.04834730684195217       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6342.822014870142     All      0.19826534903426984        -0.05072624359820921       -0.21858701027679395       -0.0908592876353094        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6245.565566138885     All      0.8887060340654287         -0.08081563937096803       0.07959415460940811        -0.31225318379638695       
Check         All|All|All                                All                   All      0.9952168432454909         0.9913743633134242         -0.03687747336242886       -0.0028972943917652816     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4368.327167612537     All      -0.0004309902725414836     7.688457658883032e-05      -0.00133598303169948       0.00010581276019136324     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4310.177559190503     All      -4.256837777153995e-05     1.1674703873761262e-05     -0.00013545224626795857    1.1624144594980745e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8193.072462810347     All      -7.466250523058469e-06     8.171027934273667e-07      -8.217672424112513e-06     2.331443711525219e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5365.650211724092     All      2.2484480803523145e-05     -1.1936224123774577e-05    -0.00034880910927074734    -2.677770452683717e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7603.915834220615     All      -7.055705042977034e-05     1.3654270920994248e-05     -3.355811270143584e-05     2.5932853391097028e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5407.885775110446     All      7.489394353776819e-06      2.7200031823297897e-05     -0.00036827468727442767    -1.0014004784063686e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5320.099242855811     All      3.306339598610331e-05      3.5023728128683987e-06     -4.023122747290266e-05     -1.1424332683069243e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6340.488006821473     All      -1.8906335550183798e-05    -2.165439019079558e-06     -1.5575209658467378e-05    4.758010686610491e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4436.5940142787085    All      -0.00011650267040707331    4.934443586859234e-05      -0.00034985575653686526    3.8409403136845315e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7858.900601447467     All      -9.385889227103547e-06     2.254509745726061e-06      3.724935091586966e-07      3.808283577714772e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6342.822014870142     All      -2.650388261865087e-05     1.5887714496151471e-06     3.344419289073357e-05      1.064316237599235e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6245.565566138885     All      -0.00020741113483575265    3.421273074597715e-05      -0.0001111180354467182     7.374615463372294e-05      
MWEBV         All|All|All                                All                   All      -0.8578710655584345        -4.091390667470307         0.041601983074213145       -1.0514072085442039        
Redshift      All|All|All                                All                   All      5.160409193997807          -0.1279978631369083        4.480675946687085          -1.5226561734327637        
