#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N2_B
@MAGSYS  Linear_AB11_off
54902.1  14.7  0.131
54921.12  16.973  0.071
54970.99  18.434  0.132
54992.97  18.604  0.206
54998.96  18.585  0.158
55003.92  18.567  0.153
55014.92  19.184  0.166
55024.91  19.207  0.175
