#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4368.327167612537     All      -0.6894370795893298        0.5350456973774342         0.12857465032898976        0.4045920208670475        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4310.177559190503     All      -0.09591767198618346       0.060104519993497973       -0.04839900693688514       0.04866173551443915       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8193.072462810347     All      0.06039399237098945        -0.01192542746952796       0.0408995214774548         -0.021731656481467788     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5365.650211724092     All      0.06213411967206269        0.04730740218552576        -0.4069168621333416        -0.022988380325343564     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7603.915834220615     All      0.2255906958824709         -0.04139113533740968       0.146186165932559          -0.08044114869287297      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5407.885775110446     All      0.30703844282470716        0.3420175233941336         0.3778426704780466         0.028255220333849775      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5320.099242855811     All      0.046917317972999126       0.06768477652374649        0.09364684301513705        0.01094367297844337       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6340.488006821473     All      0.20064042610840666        -0.018059866613384656      0.08415413854694573        -0.0674824676680325       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4436.5940142787085    All      -0.318435519587953         0.19969869046718713        -0.23178587344336096       0.15842981934638428       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7858.900601447467     All      0.1393243365714214         -0.038194151333126314      -0.0010166515642089577     -0.057868980185291324     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6342.822014870142     All      0.343513300347024          -0.07766540730607119       -0.2880378350449366        -0.1500455671186487       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6245.565566138885     All      0.7150809203652906         -0.06795167951207937       0.10591894337733411        -0.2503328028125978       
Check         All|All|All                                All                   All      0.9968432809519057         0.996670942369926          0.0010667040337338368      -8.534244090585563e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4368.327167612537     All      -0.00033957367873229245    7.961223852740198e-05      -0.0008510518857268547     9.856410713847406e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4310.177559190503     All      -6.987326446018324e-05     3.116945718568489e-05      -0.00011430505953348639    2.781202882403274e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8193.072462810347     All      -4.744425241041902e-06     1.120838194735517e-06      -2.8728258102603013e-06    1.7823082409679993e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5365.650211724092     All      2.2609846769054397e-05     1.4351145051455662e-06     -0.0005034313153539751     -2.936313435420307e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7603.915834220615     All      -6.023918420813459e-05     1.0897886338702674e-05     -5.769089149327967e-05     2.0597204694546563e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5407.885775110446     All      5.333800253631829e-05      -1.8503112971194295e-05    -0.00044186915129074437    -4.311960561379302e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5320.099242855811     All      1.6793984484050373e-05     1.802932005296109e-05      -5.484476360225205e-05     -2.045080470553034e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6340.488006821473     All      -4.592699080131055e-05     1.9083276652980682e-06     -4.343966531021672e-05     1.3643024208178805e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4436.5940142787085    All      -0.00021057778531869277    0.00010308457652142652     -0.0003325486822381373     8.733003008908615e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7858.900601447467     All      -4.2805690698397955e-06    4.804654346513503e-06      3.267025972575334e-05      4.417279804163357e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6342.822014870142     All      -7.74622045171472e-05      7.906423538746704e-06      -3.7461053115348416e-05    2.6135655954101356e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6245.565566138885     All      -0.00020455660154869397    9.229421419465057e-06      -0.0002945537045210457     5.649256203543184e-05     
MWEBV         All|All|All                                All                   All      -0.8697218792658186        -4.0879552105973715        0.051117737760319484       -1.0460033228854688       
Redshift      All|All|All                                All                   All      5.040766721001982          -0.3789161201366298        2.1125278914535977         -1.6710965863223028       
