#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_i                5998.827374193875     All      1.2932034915601665         0.17961710041500822        0.16972197980292106        -0.35515781104630556       
Zeropoint     AB|PS|PS_g                3899.9950236278924    All      -0.6192403780328622        0.40738507968143267        -0.44465334509046284       0.3145628499794468         
Zeropoint     AB|PS|PS_r                4952.728925269761     All      -0.29859011289811066       0.6094975790897905         0.6828797290924485         0.3262678224343865         
Zeropoint     AB|PS|PS_z                6894.116407771563     All      0.6190135360697772         -0.1977236277648231        -0.41746128727565757       -0.28466754403627537       
Check         All|All|All               All                   All      0.9943865366989707         0.9987761314214083         -0.009512923470750834      0.0010053173312523644      
Lambda        AB|PS|PS_i                5998.827374193875     All      -0.0002880237515705961     -2.5723083908389173e-05    -0.00027039071102315324    7.33736613198811e-05       
Lambda        AB|PS|PS_g                3899.9950236278924    All      -0.00072860838246559       0.0004697983105314907      -0.0005955616921879388     0.0003637833033118349      
Lambda        AB|PS|PS_r                4952.728925269761     All      -0.00010664962063252561    -6.738414416449239e-05     -0.0009667798919516574     -3.0352888836919817e-05    
Lambda        AB|PS|PS_z                6894.116407771563     All      -0.0005622854249206452     0.00017604331503061186     0.00012884599073581757     0.0002462477656944834      
MWEBV         All|All|All               All                   All      -0.4965670822115622        -3.056212749052456         -0.012040202972911748      -0.8342981024912649        
Redshift      All|All|All               All                   All      4.708409418067195          -1.1146121331314873        -2.2244489008630004        -1.9960166288654442        
