#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6319.7340666661585    All      0.7735239866028593         0.10273783343350829        -0.42067628244659705       -0.23726996868551622      
Zeropoint     AB|DECam|DECam_g          3339.9872451672168    All      -0.6036719404262075        0.18332400047960107        -0.5806831367650034        0.23043724793778605       
Zeropoint     AB|DECam|DECam_r          4439.091173639934     All      0.27552687678568116        0.5155157512394482         1.6405700681109137         0.15138337908304958       
Zeropoint     AB|DECam|DECam_i          5392.941322835815     All      0.5438933214581632         0.19423453919316103        -0.6690502484232974        -0.14375200856644754      
Check         All|All|All               All                   All      0.9892722444204961         0.9958121243457185         -0.029839599523984184      0.0007986497688718674     
Lambda        AB|DECam|DECam_z          6319.7340666661585    All      -8.440058655696705e-05     -1.5189265471873039e-05    -0.00013591140942414504    1.6479302278171382e-05    
Lambda        AB|DECam|DECam_g          3339.9872451672168    All      -0.0010275008137349512     0.00028630014293828634     -0.0012040934985690084     0.000374215031716379      
Lambda        AB|DECam|DECam_r          4439.091173639934     All      -0.00019704487578439044    -0.00018837874883548153    -0.001183863599362236      -5.00075524963249e-05     
Lambda        AB|DECam|DECam_i          5392.941322835815     All      4.4265472141897014e-05     1.367193612926536e-05      -0.0011416512690577388     -6.09119739001765e-05     
MWEBV         All|All|All               All                   All      -0.5525256959196911        -2.4135969802468793        -0.22737976810514038       -0.6163590594650138       
Redshift      All|All|All               All                   All      1.9259738607538008         0.8098075361466783         -1.7770643594196223        -0.44287431330541066      
