#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4317.8442305221315    All      -1.099964467420405         0.7842850676373025         -0.05428018902390364      0.6113397880004667        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6455.724406724649     All      1.078124689427553          -0.09033318337285934       0.15431905345729868       -0.3737186196992711       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5401.85029830361      All      0.6062429694592792         0.3705661052864073         -0.2706572021597313       -0.08884589604845444      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7844.985167380655     All      0.41429298107688867        -0.06645334746284703       0.171389001015926         -0.1489465913356853       
Check         All|All|All                                All                   All      0.9986961725433158         0.9980646420880035         0.0007706632895897181     -0.0001713190829441269    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4317.8442305221315    All      -0.0004059228148944556     9.899849614809077e-05      -0.0008593630753676151    0.00012612005528247008    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6455.724406724649     All      -0.00030815503646480053    -1.7349706101598523e-05    -0.0004397970686133483    7.50987400531509e-05      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5401.85029830361      All      -4.156139757360432e-05     -9.382011787626491e-05     -0.0016504224250929352    -9.067315717928102e-05    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7844.985167380655     All      -7.293282069597303e-06     7.84963898688805e-06       5.914509502349574e-05     7.571921522704975e-06     
MWEBV         All|All|All                                All                   All      -0.8298254513997918        -4.035425286136984         0.03854394375927744       -1.0424492880919125       
Redshift      All|All|All                                All                   All      4.6093707639246215         -0.13948107034345014       2.7069605094939857        -1.4260580600870996       
