#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4317.8442305221315    All      -1.074748603557215         0.804007595834122         0.06422668972685397        0.6148388455647934         
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6455.724406724649     All      1.0266998646194594         -0.05793895021337647      0.2542048939627728         -0.3419585486514449        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5401.85029830361      All      0.5919354171176863         0.31920397870397466       -0.4891538012305796        -0.11066628963592867       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7844.985167380655     All      0.45463539894328286        -0.06768950864106671      0.1699050564208493         -0.16255632405690335       
Check         All|All|All                                All                   All      0.9985220771232137         0.9975831156836534        -0.0008171611201035489     -0.00034231677948354244    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4317.8442305221315    All      -0.0003591402787979187     8.294796920202178e-05     -0.000787068313344932      0.00010887944269435989     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6455.724406724649     All      -0.00022861137974089737    3.0798448259081528e-09    -0.00016380280192674127    6.715748394845594e-05      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5401.85029830361      All      -2.5348604251804478e-05    -7.48543912036777e-05     -0.0014776228036124013     -8.20651827513916e-05      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7844.985167380655     All      -3.20605760185174e-05      6.634971566167821e-06     4.400124559200246e-06      1.2800770244070246e-05     
MWEBV         All|All|All                                All                   All      -0.8197881814588226        -4.035069970695737        0.046783528711036304       -1.0452353243659618        
Redshift      All|All|All                                All                   All      5.06342647287292           -0.29609143046629427      3.3279192011320236         -1.5972615546528102        
