#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5100.9769458379305    All      1.5112515038609642        0.23231248883668343       -0.011075089095624602      -0.4170867433975184       
Zeropoint     AB|MEGACAMPSF|i           4426.435526802669     All      1.2887546579978197        0.6178858889201777        0.43297293830730776        -0.19920243535164195      
Zeropoint     AB|MEGACAMPSF|r           3620.345590453753     All      -1.801976273705705        0.14841920832715516       -0.42106869967258875       0.616517612435738         
Check         All|All|All               All                   All      0.9980298881530788        0.9986175860840163        0.0008291495390944092      0.00022843368657765595    
Lambda        AB|MEGACAMPSF|z           5100.9769458379305    All      0.00016363104812495041    2.2038577710656607e-05    -0.00020335961993248113    -5.51963317084833e-05     
Lambda        AB|MEGACAMPSF|i           4426.435526802669     All      -0.0005913419432389038    -0.0002822538738058646    -0.002378477962744968      -5.460394613362044e-06    
Lambda        AB|MEGACAMPSF|r           3620.345590453753     All      -0.0024603527613873176    3.472870650701587e-05     -0.002965645738072179      0.0006803869712633372     
MWEBV         All|All|All               All                   All      -0.2083273681097486       -1.8871458258432838       0.015226963508097047       -0.5461668937240801       
Redshift      All|All|All               All                   All      8.02437198246547          1.5175777125850942        5.736187479438348          -1.863497259021929        
