#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5100.9769458379305    All      1.2209278740553482        0.20334094472946873        -0.09465007652176621       -0.33568533870011774      
Zeropoint     AB|MEGACAMPSF|i           4426.435526802669     All      1.6623374958969903        0.6487780819796285         0.531454070433758          -0.3064332919439534       
Zeropoint     AB|MEGACAMPSF|r           3620.345590453753     All      -1.8833447464258208       0.14686707703877033        -0.43736847775383125       0.6417890364860965        
Check         All|All|All               All                   All      0.9999206235265176        0.9989861037478676         -0.000564483841839436      -0.000329594157974622     
Lambda        AB|MEGACAMPSF|z           5100.9769458379305    All      0.0002790168742657327     3.9483236403949335e-05     -0.00023456330788732905    -8.849146939490145e-05    
Lambda        AB|MEGACAMPSF|i           4426.435526802669     All      -0.0005074041566659925    -0.00020234093860545073    -0.002086699450380672      6.249313797521092e-06     
Lambda        AB|MEGACAMPSF|r           3620.345590453753     All      -0.003026467236667396     7.46287153809578e-05       -0.0035172960629095557     0.0008531682056774413     
MWEBV         All|All|All               All                   All      -0.21925313029288485      -1.8880385358851726        0.019717617528562187       -0.5426984012999592       
Redshift      All|All|All               All                   All      8.689814978877184         1.1330113544326892         6.2861304930327915         -2.180978419185343        
