#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|ACSWF|F850LP           4116.1816522839945    All      3.454720695605966         1.2244001916561942         0.024839193644332624      -0.7253803043714979       
Zeropoint     AB|ACSWF|F775W            3504.4242920758393    All      -2.4620368649871973       -0.22526719856799104       -0.029336274351154934     0.7272803247013349        
Check         All|All|All               All                   All      0.9926838306187691        0.9991329930882031         -0.0044970807068223095    0.0019000203298369378     
Lambda        AB|ACSWF|F850LP           4116.1816522839945    All      0.00017879348380671995    2.9290468465454036e-05     -0.0009937139394738006    -9.304293975543212e-05    
Lambda        AB|ACSWF|F775W            3504.4242920758393    All      -0.0005268613792758798    -0.00013946648458524653    -0.0010276814948140557    8.032655697104485e-05     
MWEBV         All|All|All               All                   All      -0.3262170721713329       -1.315570913882702         -0.005752050035012779     -0.3225217825948423       
Redshift      All|All|All               All                   All      -1.668743521283853        -0.7401183096339636        -1.085167820619204        0.25405772645767377       
