#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           3730.633045720225     All      1.1562791904870957        0.8441350810141302        -0.4542373152419132        -0.12194613083423705       
Zeropoint     AB|MEGACAMPSF|z           4301.932963092923     All      1.0374849851284944        0.3769393851342784        0.4283892209564431         -0.19604438981211186       
Zeropoint     AB|MEGACAMPSF|r           3051.7256828168584    All      -1.1979722839244489       -0.22305936596733744      0.024759812311158886       0.3186661277666906         
Check         All|All|All               All                   All      0.9957918916911415        0.9980151001810711        -0.0010882819743111942     0.0006756071203417036      
Lambda        AB|MEGACAMPSF|i           3730.633045720225     All      0.0012342577146723195     0.0009667442261525679     -0.002865171344315667      -0.00021499738198403845    
Lambda        AB|MEGACAMPSF|z           4301.932963092923     All      -0.0002445383161018846    -9.511636370257293e-05    -0.0003320175056460187     3.385522935694043e-05      
Lambda        AB|MEGACAMPSF|r           3051.7256828168584    All      -0.0031970928056146105    -0.0005943199096121233    -2.3104849376457495e-05    0.0008467776976019259      
MWEBV         All|All|All               All                   All      -0.7129746333095243       -1.5547718423363222       0.041513070984658354       -0.27234850759019535       
Redshift      All|All|All               All                   All      2.4681277549071816        -0.5927083310323766       0.2426036149163879         -0.9861887266110793        
