#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7452.444157338566    All      0.3953663857232591         -0.03908468337225912       0.21575293468844015        -0.13188694366228076      
Zeropoint     AB|DECam|DECam_r          5234.726450813756    All      0.24347976942319688        0.5910065618184746         -0.01861013558625002       0.11237042469705583       
Zeropoint     AB|DECam|DECam_i          6359.538807847208    All      1.0259381870869269         -0.05227786132078194       -0.186584907842835         -0.35953686670429225      
Zeropoint     AB|DECam|DECam_g          3938.625924486489    All      -0.670108878951115         0.49917496343976353        -0.013103500573297122      0.3802894667141163        
Check         All|All|All               All                  All      0.9946754632822677         0.998818980565197          -0.0025456093139419878     0.0012360810445991022     
Lambda        AB|DECam|DECam_z          7452.444157338566    All      -7.030931103616523e-05     -1.9157385638644397e-05    -0.0002603520392615903     5.0435491917534065e-06    
Lambda        AB|DECam|DECam_r          5234.726450813756    All      -8.956796717357965e-05     9.263316034499801e-05      -0.0009916826582705017     1.5094659066944277e-05    
Lambda        AB|DECam|DECam_i          6359.538807847208    All      -0.00036789173479545936    -6.307600593719201e-05     -0.000848538653786661      6.14221281073273e-05      
Lambda        AB|DECam|DECam_g          3938.625924486489    All      -0.000785364501741208      0.0005207467782064373      -0.00037711144963893753    0.0004086146616765834     
MWEBV         All|All|All               All                  All      -0.4811073338769556        -3.1367896727893196        0.0607283768408573         -0.8623330785945168       
Redshift      All|All|All               All                  All      5.26982900735633           0.1280000726778141         -0.9590313339324585        -1.717660008933962        
