#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|g           3593.3904934216625    All      -0.4964862509089827        0.17222781837933354        -0.22848728503319896      0.20762583427972897       
Zeropoint     AB|MEGACAMPSF|z           6488.051245593402     All      0.8798132680823159         -0.08240814150344278       0.5818038812158188        -0.28746393415608845      
Zeropoint     AB|MEGACAMPSF|r           4600.766737627341     All      -0.5048130760442938        0.7697166975129122         0.5255685227982981        0.43860998735523543       
Zeropoint     AB|MEGACAMPSF|i           5637.502746976239     All      1.1103089289710513         0.1408203198206337         -0.8810674444152844       -0.35511232867599724      
Check         All|All|All               All                   All      0.9888228701000907         1.0003566942094366         -0.002182325434366361     0.003659558802878715      
Lambda        AB|MEGACAMPSF|g           3593.3904934216625    All      -0.0010150819988758186     0.00031453781320444073     -0.0007357108982418707    0.00040026951759645704    
Lambda        AB|MEGACAMPSF|z           6488.051245593402     All      -0.00020962896691391794    2.1042996224637763e-05     -0.0004024830681112726    5.7176476484466245e-05    
Lambda        AB|MEGACAMPSF|r           4600.766737627341     All      -0.00045540037086591324    -0.00027063012386157454    -0.003376584054393669     -9.049569004807625e-05    
Lambda        AB|MEGACAMPSF|i           5637.502746976239     All      -0.000327729775410595      -9.865584133065158e-06     -0.0007837809655929881    6.856227980172329e-05     
MWEBV         All|All|All               All                   All      -0.4280206208265236        -2.6996850734194666        -0.042819456213532635     -0.7418666834183053       
Redshift      All|All|All               All                   All      6.628705837883065          1.1799494334388427         13.37874427743874         -1.1778073089365195       
