#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
56509.29262  18.237  0.025
56509.31594  18.28  0.027
56509.29434  18.27  0.029
56509.31765  18.204  0.024
56511.2975  18.257  0.115
56512.31794  18.265  0.13
56512.30589  18.392  0.198
56512.30766  18.082  0.187
56512.31968  18.384  0.126
56513.29435  18.297  0.03
56513.26839  18.325  0.032
56513.27014  18.293  0.033
56513.29259  18.339  0.025
56514.6377  18.566  0.113
56514.55997  17.997  0.027
56514.63614  18.785  0.111
56514.56154  18.016  0.026
56516.25998  18.323  0.133
56516.25841  18.624  0.145
56517.60141  18.208  0.324
56519.13981  18.547  0.037
56519.14137  18.634  0.047
56521.51478  18.391  0.052
56521.51635  18.331  0.044
56521.59212  18.27  0.053
56521.5602  18.257  0.045
56521.56176  18.367  0.047
56521.64226  18.205  0.056
56521.64069  18.307  0.052
56524.53856  18.759  0.175
56524.53699  18.683  0.176
56526.19587  18.848  0.197
56526.19431  18.889  0.193
56529.14047  19.392  0.161
56529.11857  18.489  0.084
56529.11701  18.741  0.108
56529.14202  19.716  0.237
56534.23972  19.42  0.06
56534.2378  19.521  0.067
