#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
58053.25089  17.807  0.025
58053.2537  17.829  0.025
58057.33729  17.356  0.024
58057.34009  17.356  0.024
58067.02015  17.207  0.031
58067.02202  17.164  0.03
58070.5097  17.267  0.038
58070.5116  17.227  0.035
58080.19336  17.808  0.027
58080.19524  17.783  0.026
58083.91171  17.916  0.036
58083.9136  17.997  0.039
58094.24846  18.435  0.046
58094.25035  18.337  0.042
58099.22449  18.658  0.043
58099.22638  18.625  0.044
58107.89904  18.763  0.043
58125.13456  19.134  0.049
58136.08832  19.665  0.047
