#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4210.001422467943    All      -1.1543483876826754        0.6324689726293187        0.7438822837499082        0.6152212485947008        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5266.9332717144      All      1.2295068772864552         0.5341170098050796        -1.7221585068309564       -0.3033633820577253       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7649.048217267128    All      0.9285405957439032         -0.16954436174847487      0.9719325480542829        -0.31430951088239134      
Check         All|All|All                                All                  All      1.003699085347683          0.9970416206859234        -0.006343675026765361     -0.002451644345415782     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4210.001422467943    All      -0.0007355916708956874     0.00022270278376209702    -0.0008125275436964154    0.00027588865836201157    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5266.9332717144      All      0.0002566207646161066      6.113604694504894e-05     -0.0029387663675638736    -0.0001948194495202959    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7649.048217267128    All      -0.00020989802700202185    3.702964072427218e-05     -0.0003334181170719916    6.555354582652482e-05     
MWEBV         All|All|All                                All                  All      -0.6805196634040351        -3.929340801934611        0.21146372293473215       -1.0488112731232957       
Redshift      All|All|All                                All                  All      4.537189038173366          -0.9930283349161684       9.679868347465831         -1.3694056708425786       
