#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4252.117278113148     All      1.6371617736293622         0.8271412340127071        0.32970633625679646       -0.24913705913663653       
Zeropoint     AB|MEGACAMPSF|z           4908.945546033335     All      1.0580537512138075         0.16408383811779004       -0.4177972832063448       -0.309839785307911         
Zeropoint     AB|MEGACAMPSF|r           3485.0184892632114    All      -1.6956265090305138        0.007993545091267151      0.08555423376951365       0.5587429915792197         
Check         All|All|All               All                   All      0.999589015812656          0.9992186172217643        -0.0025367131800346776    -0.00023385286532784377    
Lambda        AB|MEGACAMPSF|i           4252.117278113148     All      -5.9426985014962455e-05    1.2586593341272004e-05    -0.0017484774528199881    -5.456932660589705e-05     
Lambda        AB|MEGACAMPSF|z           4908.945546033335     All      8.102221015462077e-05      3.976100371349487e-07     -0.0002544461252612699    -3.761684667044945e-05     
Lambda        AB|MEGACAMPSF|r           3485.0184892632114    All      -0.0031463801581341233     -7.433596611248706e-05    -0.0020725541205035337    0.0009081772890920691      
MWEBV         All|All|All               All                   All      -0.33697564259299484       -1.8078611111334908       -0.03619308338229654      -0.4807309188807396        
Redshift      All|All|All               All                   All      4.776179856203297          -0.004071353899348651     -1.1127180183456042       -1.6067405793537437        
