#Format:      
#Parameter    MagSys|Instrument|Band                RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_V    5478.962181136139    All      0.39641559179937325        0.0755978737927876         0.05467274496188668        -0.10206109183935087       
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_B    4379.481832455992    All      -0.4353540471147293        0.24619834375863014        -0.13484070556089023       0.21598671472687866        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B         4380.674506386866    All      -0.2900456188832766        0.17290725407521634        -0.07210711506330791       0.1475811720504299         
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V         5489.793507070874    All      0.2964937517074544         0.0418924573079682         -0.01780036344031788       -0.08372636618593152       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i         7544.922478640507    All      0.21498303408015787        -0.0342234161403443        0.04921994554932807        -0.07897827937467239       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r         6217.609304187167    All      0.636935017716605          -0.0599824111081837        0.07529816077470608        -0.22364872338718372       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g         4716.671896167571    All      -0.3941459178580121        0.3014283122171779         -0.25186446834660203       0.21533185599729823        
Zeropoint     AB|CNIa02|SDSS_g                      4727.687358531094    All      -0.3119927875218221        0.3439960512016782         0.11021883617433059        0.2185957066056624         
Zeropoint     AB|CNIa02|SDSS_r                      6177.674066893019    All      0.6412631476620003         -0.05733972753469985       0.10254625960036123        -0.2229817712154563        
Zeropoint     AB|CNIa02|SDSS_i                      7491.509553568775    All      0.24393375429165953        -0.035214681674933246      0.07945219593826769        -0.08738224271109124       
Check         All|All|All                           All                  All      0.9984859258794104         0.9952600558952973         -0.005204509412237712      -0.0012830253334168151     
Lambda        Linear_AB11_off|CNIa02|Bessell12_V    5478.962181136139    All      4.263593938815899e-05      -2.221158757136609e-05     -0.0003167023039088333     -3.525594221336653e-05     
Lambda        Linear_AB11_off|CNIa02|Bessell12_B    4379.481832455992    All      -0.00015733556283613177    3.937779837506379e-05      -0.00030360422534971693    5.052755125025549e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_B         4380.674506386866    All      -0.00011807977437183478    3.1430584612722716e-05     -0.00010897897937416037    4.383721133885913e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_V         5489.793507070874    All      2.2900305997951296e-05     -9.420456391112183e-06     -0.00013184178167970602    -1.641142882058085e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i         7544.922478640507    All      -3.9344766781351265e-05    2.6484315279150087e-06     -4.345193603616996e-05     1.173950588674625e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_r         6217.609304187167    All      -0.00014893310437809944    1.886616533855469e-06      -0.000143422482417132      4.272665824782015e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_g         4716.671896167571    All      -0.0001538672651184809     6.791221392345252e-06      -0.00031130810045366535    3.843950382692965e-05      
Lambda        AB|CNIa02|SDSS_g                      4727.687358531094    All      -5.64112691263477e-05      -0.00012474481388307618    -0.000839753642717579      -5.973283185962111e-05     
Lambda        AB|CNIa02|SDSS_r                      6177.674066893019    All      -8.3659651403662e-05       -4.356239287117103e-05     -0.0003438192788924974     -2.2820790474857226e-06    
Lambda        AB|CNIa02|SDSS_i                      7491.509553568775    All      -5.2354348254986976e-05    -6.8012692533229e-06       -0.00012011579437227613    9.477920251681514e-06      
MWEBV         All|All|All                           All                  All      -0.9238825468669964        -4.106171933630209         0.009784141791185919       -1.0361397261686711        
Redshift      All|All|All                           All                  All      6.1608321097266305         0.8133818964565886         1.9061898564832924         -1.656775961867046         
