#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|SWOPE|SWOPE_V-LC-9844 5039.338995627434 All -0.019495877913347164 0.01751560964242671 -0.1819867876576854 0.003934624640609438
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 5826.455681706914 All -0.0035498327741849117 0.0025187711108429767 0.05308803207944232 0.004345818983684524
Zeropoint Linear_AB11_off|SWOPE|SWOPE_r 5833.403849026716 All 0.02981950130407393 -0.0013675371835226713 -0.04850030365558412 -0.012322990256811606
Zeropoint Linear_AB11_off|SWOPE|SWOPE_B 4125.261606456369 All -0.11277350191282955 0.0716474194552319 -0.03406722402975851 0.058551697614327214
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7070.26676862903 All 0.051256761073374096 -0.007602184765993059 0.0010633117735102116 -0.019124844340845687
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4419.943168456375 All 0.009364000727282797 0.000294046361261735 0.06274562104459566 -0.0001543336426421682
Zeropoint Linear_AB11_off|SWOPE|SWOPE_i 7132.229429830166 All 0.04259428757203498 -0.004263214450961783 0.03609158389879635 -0.013652428348163409
Check All|All|All All All -0.0027846619235958325 0.0787429101692858 -0.11156576654668349 0.021577544650158306
