#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
58134.08012  16.773  0.025
58134.08293  16.773  0.025
58134.87298  16.138  0.024
58134.87579  16.133  0.024
58135.11481  16.049  0.023
58135.11763  16.064  0.024
58135.3136  15.854  0.024
58135.31641  15.853  0.023
58136.96483  14.821  0.023
58136.96764  14.818  0.024
58138.0723  14.429  0.024
58138.07512  14.418  0.023
58138.2642  14.245  0.023
58138.26701  14.249  0.023
58139.13701  13.929  0.023
58139.13983  13.934  0.023
58139.2376  13.903  0.023
58139.24043  13.901  0.023
58140.08293  13.692  0.023
58140.08574  13.685  0.023
58140.21879  13.667  0.023
58140.22032  13.652  0.023
58140.81879  13.514  0.023
58140.82032  13.512  0.023
58141.15198  13.452  0.023
58141.15352  13.45  0.023
58141.90887  13.644  0.024
58141.91041  13.763  0.024
58142.13112  13.397  0.023
58142.13267  13.401  0.023
58142.85682  13.186  0.023
58142.85835  13.176  0.023
58143.11721  13.263  0.023
58143.11875  13.262  0.023
58143.80822  13.094  0.022
58143.80976  13.097  0.021
58146.79718  12.867  0.022
58146.79838  12.854  0.022
58147.85662  12.838  0.022
58147.85784  12.836  0.022
58148.28836  12.832  0.022
58148.28955  12.837  0.022
58150.8274  12.838  0.021
58150.82858  12.834  0.022
58151.81521  12.858  0.022
58151.81639  12.862  0.022
58152.91181  12.888  0.023
58152.91301  12.898  0.022
58153.78045  12.909  0.022
58153.78164  12.918  0.022
58158.02119  13.155  0.023
58160.03663  13.299  0.024
58160.03782  13.303  0.024
58163.25648  13.618  0.024
58169.07607  14.256  0.024
58169.07724  14.28  0.024
58174.85004  14.87  0.023
58174.85123  14.875  0.023
58178.01639  15.152  0.027
58178.01758  15.174  0.027
58181.1872  15.422  0.034
58203.15542  16.108  0.036
58203.15661  16.083  0.035
58207.52194  16.178  0.033
58207.52315  16.127  0.03
58211.45074  16.215  0.026
58211.45194  16.219  0.027
58228.07917  16.466  0.025
58228.08071  16.449  0.026
58237.40532  16.606  0.03
58237.40686  16.588  0.031
58247.4113  16.741  0.026
58247.41284  16.785  0.026
58254.98531  16.945  0.027
58254.98685  16.904  0.027
58264.72823  17.051  0.031
58264.72977  17.093  0.034
58286.95991  17.422  0.034
58286.96146  17.417  0.034
